check_id,crop_path,label
ac01231,outputs\part_c\crops\train\ac01231.png,اربعه الاف وثلاثمايه ريال فقط لا غير
ac00180,outputs\part_c\crops\train\ac00180.png,وقدره الف وخمسمايه واربعه وثمانون ريال لا غير
ac01133,outputs\part_c\crops\train\ac01133.png,فقط ثلاثه الاف و سبعمايه و تسعه و تسعون ريال و 40 100 هلله لا غير
ac01541,outputs\part_c\crops\train\ac01541.png,وقدره الفين واربعمايه واثنين وثلاثون ريال لا غير
ac01408,outputs\part_c\crops\train\ac01408.png,اثنينن و عشرون الفا و ثلاثمايه سبعه و عشرون ريال
ac00211,outputs\part_c\crops\train\ac00211.png,واحد و ثمانون الفا و مايتان و سبعه و ستون ريال
ac01533,outputs\part_c\crops\train\ac01533.png,فقط خمسه الف وخمسمايه وسبع عشر ريال لا غير
ac00289,outputs\part_c\crops\train\ac00289.png,ثلاثون الف ريال لا غير
ac00465,outputs\part_c\crops\train\ac00465.png,فقط ثلاثه الاف وثمانمايه وواحد وثمانون ريال لا غير
ac00509,outputs\part_c\crops\train\ac00509.png,فقط اربعه الاف و ثلاثمايه و خمسه و ثلاثون ريال فقط
ac00571,outputs\part_c\crops\train\ac00571.png,مايتان و ثلاثون ريال لا غير
ac01543,outputs\part_c\crops\train\ac01543.png,فقط تسعه وثلاثون الف وتسعمايه وثمانيه وتسعون ريال لا غير
ac00052,outputs\part_c\crops\train\ac00052.png,الفين و تسعمايه و خمسين ريال
ac00231,outputs\part_c\crops\train\ac00231.png,الف و ثلاثمايه ريال لا غير
ac01331,outputs\part_c\crops\train\ac01331.png,فقط اربعه وعشرون الف وتسعون ريال لا غير
